x,Estimate,Std. Error,z value,Pr(>|z|)
(Intercept),4.736119759748026,0.10028,47.22895651922643,0
TreatmentPolyandrous,0.1981376796279574,0.13429,1.475446270220846,0.1400926034182387
GenN,0.05955097086323387,0.016283,3.65724810312804,2.5493759236060084e-4
TreatmentPolyandrous:GenN,0.006515855729309758,0.020992,0.3103970907636127,0.7562590062019212
